schema_context,column,check,check_number,failure_case,index
Column,production_2024_ttpa,not_nullable,,,629
Column,production_2024_ttpa,not_nullable,,,630
Column,production_2024_ttpa,not_nullable,,,632
Column,production_2024_ttpa,not_nullable,,,636
Column,production_2024_ttpa,not_nullable,,,637
Column,production_2024_ttpa,not_nullable,,,639
Column,production_2024_ttpa,not_nullable,,,640
Column,production_2024_ttpa,not_nullable,,,641
Column,production_2024_ttpa,not_nullable,,,642
Column,production_2024_ttpa,not_nullable,,,643
Column,production_2024_ttpa,not_nullable,,,645
Column,production_2024_ttpa,not_nullable,,,646
Column,production_2024_ttpa,not_nullable,,,647
Column,production_2024_ttpa,not_nullable,,,648
Column,production_2024_ttpa,not_nullable,,,650
Column,production_2024_ttpa,not_nullable,,,651
Column,production_2024_ttpa,not_nullable,,,652
Column,production_2024_ttpa,not_nullable,,,653
Column,production_2024_ttpa,not_nullable,,,654
Column,production_2024_ttpa,not_nullable,,,655
Column,production_2024_ttpa,not_nullable,,,656
Column,production_2024_ttpa,not_nullable,,,657
Column,production_2024_ttpa,not_nullable,,,658
Column,production_2024_ttpa,not_nullable,,,659
Column,production_2024_ttpa,not_nullable,,,661
Column,production_2024_ttpa,not_nullable,,,662
Column,production_2024_ttpa,not_nullable,,,663
Column,production_2024_ttpa,not_nullable,,,664
Column,production_2024_ttpa,not_nullable,,,665
Column,production_2024_ttpa,not_nullable,,,666
Column,production_2024_ttpa,not_nullable,,,670
Column,production_2024_ttpa,not_nullable,,,671
Column,production_2024_ttpa,not_nullable,,,672
Column,production_2024_ttpa,not_nullable,,,673
Column,production_2024_ttpa,not_nullable,,,674
Column,production_2024_ttpa,not_nullable,,,676
Column,production_2024_ttpa,not_nullable,,,677
Column,production_2024_ttpa,not_nullable,,,678
Column,production_2024_ttpa,not_nullable,,,680
Column,production_2024_ttpa,not_nullable,,,681
Column,production_2024_ttpa,not_nullable,,,682
Column,production_2024_ttpa,not_nullable,,,684
Column,production_2024_ttpa,not_nullable,,,685
Column,production_2024_ttpa,not_nullable,,,686
Column,production_2024_ttpa,not_nullable,,,687
Column,production_2024_ttpa,not_nullable,,,688
Column,production_2024_ttpa,not_nullable,,,689
Column,production_2024_ttpa,not_nullable,,,690
Column,production_2024_ttpa,not_nullable,,,691
Column,production_2024_ttpa,not_nullable,,,692
Column,production_2024_ttpa,not_nullable,,,693
Column,production_2024_ttpa,not_nullable,,,694
Column,production_2024_ttpa,not_nullable,,,695
Column,production_2024_ttpa,not_nullable,,,696
Column,production_2024_ttpa,not_nullable,,,697
Column,production_2024_ttpa,not_nullable,,,698
Column,production_2024_ttpa,not_nullable,,,699
Column,production_2024_ttpa,not_nullable,,,700
Column,production_2024_ttpa,not_nullable,,,701
Column,production_2024_ttpa,not_nullable,,,703
Column,production_2024_ttpa,not_nullable,,,705
Column,production_2024_ttpa,not_nullable,,,707
Column,production_2024_ttpa,not_nullable,,,708
Column,production_2024_ttpa,not_nullable,,,711
Column,production_2024_ttpa,not_nullable,,,713
Column,production_2024_ttpa,not_nullable,,,715
Column,production_2024_ttpa,not_nullable,,,716
Column,production_2024_ttpa,not_nullable,,,718
Column,production_2024_ttpa,not_nullable,,,719
Column,production_2024_ttpa,not_nullable,,,721
Column,production_2024_ttpa,not_nullable,,,722
Column,production_2024_ttpa,not_nullable,,,723
Column,production_2024_ttpa,not_nullable,,,724
Column,production_2024_ttpa,not_nullable,,,725
Column,production_2024_ttpa,not_nullable,,,726
Column,production_2024_ttpa,not_nullable,,,727
Column,production_2024_ttpa,not_nullable,,,728
Column,production_2024_ttpa,not_nullable,,,730
Column,production_2024_ttpa,not_nullable,,,734
Column,production_2024_ttpa,not_nullable,,,736
Column,production_2024_ttpa,not_nullable,,,739
Column,production_2024_ttpa,not_nullable,,,740
Column,production_2024_ttpa,not_nullable,,,741
Column,production_2024_ttpa,not_nullable,,,742
Column,production_2024_ttpa,not_nullable,,,743
Column,production_2024_ttpa,not_nullable,,,746
Column,production_2024_ttpa,not_nullable,,,747
Column,production_2024_ttpa,not_nullable,,,748
Column,production_2024_ttpa,not_nullable,,,749
Column,production_2024_ttpa,not_nullable,,,750
Column,production_2024_ttpa,not_nullable,,,751
Column,production_2024_ttpa,not_nullable,,,752
Column,production_2024_ttpa,not_nullable,,,755
Column,production_2024_ttpa,not_nullable,,,757
Column,production_2024_ttpa,not_nullable,,,761
Column,production_2024_ttpa,not_nullable,,,762
Column,production_2024_ttpa,not_nullable,,,764
Column,production_2024_ttpa,not_nullable,,,765
Column,production_2024_ttpa,not_nullable,,,766
Column,production_2024_ttpa,not_nullable,,,767
Column,production_2024_ttpa,not_nullable,,,768
Column,production_2024_ttpa,not_nullable,,,769
Column,production_2024_ttpa,not_nullable,,,770
Column,production_2024_ttpa,not_nullable,,,772
Column,production_2024_ttpa,not_nullable,,,782
Column,production_2024_ttpa,not_nullable,,,789
Column,production_2024_ttpa,not_nullable,,,790
Column,production_2024_ttpa,not_nullable,,,794
Column,production_2024_ttpa,not_nullable,,,796
Column,production_2024_ttpa,not_nullable,,,797
Column,production_2024_ttpa,not_nullable,,,798
Column,production_2024_ttpa,not_nullable,,,810
Column,production_2024_ttpa,not_nullable,,,811
Column,production_2024_ttpa,not_nullable,,,814
Column,production_2024_ttpa,not_nullable,,,818
Column,production_2024_ttpa,not_nullable,,,821
Column,production_2024_ttpa,not_nullable,,,823
Column,production_2024_ttpa,not_nullable,,,825
Column,production_2024_ttpa,not_nullable,,,827
Column,production_2024_ttpa,not_nullable,,,828
Column,production_2024_ttpa,not_nullable,,,829
Column,production_2024_ttpa,not_nullable,,,831
Column,production_2024_ttpa,not_nullable,,,832
Column,production_2024_ttpa,not_nullable,,,833
Column,production_2024_ttpa,not_nullable,,,834
Column,production_2024_ttpa,not_nullable,,,835
Column,production_2024_ttpa,not_nullable,,,836
Column,production_2024_ttpa,not_nullable,,,837
Column,production_2024_ttpa,not_nullable,,,838
Column,production_2024_ttpa,not_nullable,,,839
Column,production_2024_ttpa,not_nullable,,,841
Column,production_2024_ttpa,not_nullable,,,842
Column,production_2024_ttpa,not_nullable,,,843
Column,production_2024_ttpa,not_nullable,,,844
Column,production_2024_ttpa,not_nullable,,,845
Column,production_2024_ttpa,not_nullable,,,846
Column,production_2024_ttpa,not_nullable,,,848
Column,production_2024_ttpa,not_nullable,,,849
Column,production_2024_ttpa,not_nullable,,,850
Column,production_2024_ttpa,not_nullable,,,851
Column,production_2024_ttpa,not_nullable,,,852
Column,production_2024_ttpa,not_nullable,,,853
Column,production_2024_ttpa,not_nullable,,,854
Column,production_2024_ttpa,not_nullable,,,855
Column,production_2024_ttpa,not_nullable,,,857
Column,production_2024_ttpa,not_nullable,,,859
Column,production_2024_ttpa,not_nullable,,,862
Column,production_2024_ttpa,not_nullable,,,863
Column,production_2024_ttpa,not_nullable,,,864
Column,production_2024_ttpa,not_nullable,,,865
Column,production_2024_ttpa,not_nullable,,,866
Column,production_2024_ttpa,not_nullable,,,867
Column,production_2024_ttpa,not_nullable,,,870
Column,production_2024_ttpa,not_nullable,,,871
Column,production_2024_ttpa,not_nullable,,,873
Column,production_2024_ttpa,not_nullable,,,874
Column,production_2024_ttpa,not_nullable,,,876
Column,production_2024_ttpa,not_nullable,,,877
Column,production_2024_ttpa,not_nullable,,,878
Column,production_2024_ttpa,not_nullable,,,879
Column,production_2024_ttpa,not_nullable,,,881
Column,production_2024_ttpa,not_nullable,,,882
Column,production_2024_ttpa,not_nullable,,,883
Column,production_2024_ttpa,not_nullable,,,884
Column,production_2024_ttpa,not_nullable,,,885
Column,production_2024_ttpa,not_nullable,,,886
Column,production_2024_ttpa,not_nullable,,,887
Column,production_2024_ttpa,not_nullable,,,888
Column,production_2024_ttpa,not_nullable,,,889
Column,production_2024_ttpa,not_nullable,,,891
Column,production_2024_ttpa,not_nullable,,,892
Column,production_2024_ttpa,not_nullable,,,893
Column,production_2024_ttpa,not_nullable,,,894
Column,production_2024_ttpa,not_nullable,,,895
Column,production_2024_ttpa,not_nullable,,,896
Column,production_2024_ttpa,not_nullable,,,897
Column,production_2024_ttpa,not_nullable,,,898
Column,production_2024_ttpa,not_nullable,,,899
Column,production_2024_ttpa,not_nullable,,,900
Column,production_2024_ttpa,not_nullable,,,902
Column,production_2024_ttpa,not_nullable,,,903
Column,production_2024_ttpa,not_nullable,,,904
Column,production_2024_ttpa,not_nullable,,,905
Column,production_2024_ttpa,not_nullable,,,906
Column,production_2024_ttpa,not_nullable,,,907
Column,production_2024_ttpa,not_nullable,,,910
Column,production_2024_ttpa,not_nullable,,,912
Column,production_2024_ttpa,not_nullable,,,913
Column,production_2024_ttpa,not_nullable,,,919
Column,production_2024_ttpa,not_nullable,,,920
Column,production_2024_ttpa,not_nullable,,,923
Column,production_2024_ttpa,not_nullable,,,924
Column,production_2024_ttpa,not_nullable,,,925
Column,production_2024_ttpa,not_nullable,,,926
Column,production_2024_ttpa,not_nullable,,,931
Column,production_2024_ttpa,not_nullable,,,932
Column,production_2024_ttpa,not_nullable,,,935
Column,production_2024_ttpa,not_nullable,,,936
Column,production_2024_ttpa,not_nullable,,,937
Column,production_2024_ttpa,not_nullable,,,938
Column,production_2024_ttpa,not_nullable,,,940
Column,production_2024_ttpa,not_nullable,,,941
Column,production_2024_ttpa,not_nullable,,,943
Column,production_2024_ttpa,not_nullable,,,944
Column,production_2024_ttpa,not_nullable,,,945
Column,production_2024_ttpa,not_nullable,,,946
Column,production_2024_ttpa,not_nullable,,,947
Column,production_2024_ttpa,not_nullable,,,948
Column,production_2024_ttpa,not_nullable,,,949
Column,production_2024_ttpa,not_nullable,,,950
Column,production_2024_ttpa,not_nullable,,,951
Column,production_2024_ttpa,not_nullable,,,952
Column,production_2024_ttpa,not_nullable,,,953
Column,production_2024_ttpa,not_nullable,,,954
Column,production_2024_ttpa,not_nullable,,,955
Column,production_2024_ttpa,not_nullable,,,956
Column,production_2024_ttpa,not_nullable,,,957
Column,production_2024_ttpa,not_nullable,,,958
Column,production_2024_ttpa,not_nullable,,,959
Column,production_2024_ttpa,not_nullable,,,960
Column,production_2024_ttpa,not_nullable,,,961
Column,production_2024_ttpa,not_nullable,,,962
Column,production_2024_ttpa,not_nullable,,,963
Column,production_2024_ttpa,not_nullable,,,964
Column,production_2024_ttpa,not_nullable,,,965
Column,production_2024_ttpa,not_nullable,,,966
Column,production_2024_ttpa,not_nullable,,,967
Column,production_2024_ttpa,not_nullable,,,968
Column,production_2024_ttpa,not_nullable,,,969
Column,production_2024_ttpa,not_nullable,,,970
Column,production_2024_ttpa,not_nullable,,,971
Column,production_2024_ttpa,not_nullable,,,972
Column,production_2024_ttpa,not_nullable,,,973
Column,production_2024_ttpa,not_nullable,,,975
Column,production_2024_ttpa,not_nullable,,,976
Column,production_2024_ttpa,not_nullable,,,977
Column,production_2024_ttpa,not_nullable,,,978
Column,production_2024_ttpa,not_nullable,,,979
Column,production_2024_ttpa,not_nullable,,,980
Column,production_2024_ttpa,not_nullable,,,981
Column,production_2024_ttpa,not_nullable,,,982
Column,production_2024_ttpa,not_nullable,,,983
Column,production_2024_ttpa,not_nullable,,,984
Column,production_2024_ttpa,not_nullable,,,985
Column,production_2024_ttpa,not_nullable,,,986
Column,production_2024_ttpa,not_nullable,,,987
Column,production_2024_ttpa,not_nullable,,,988
Column,production_2024_ttpa,not_nullable,,,989
Column,production_2024_ttpa,not_nullable,,,990
Column,production_2024_ttpa,not_nullable,,,991
Column,production_2024_ttpa,not_nullable,,,992
Column,production_2024_ttpa,not_nullable,,,993
Column,production_2024_ttpa,not_nullable,,,994
Column,production_2024_ttpa,not_nullable,,,995
Column,production_2024_ttpa,not_nullable,,,996
Column,production_2024_ttpa,not_nullable,,,997
Column,production_2024_ttpa,not_nullable,,,998
Column,production_2024_ttpa,not_nullable,,,999
Column,production_2024_ttpa,not_nullable,,,1000
Column,production_2024_ttpa,not_nullable,,,1001
Column,production_2024_ttpa,not_nullable,,,1003
Column,production_2024_ttpa,not_nullable,,,1004
Column,production_2024_ttpa,not_nullable,,,1006
Column,production_2024_ttpa,not_nullable,,,1007
Column,production_2024_ttpa,not_nullable,,,1008
Column,production_2024_ttpa,not_nullable,,,1009
Column,production_2024_ttpa,not_nullable,,,1010
Column,production_2024_ttpa,not_nullable,,,1011
Column,production_2024_ttpa,not_nullable,,,1013
Column,production_2024_ttpa,not_nullable,,,1014
Column,production_2024_ttpa,not_nullable,,,1019
Column,production_2024_ttpa,not_nullable,,,1021
Column,production_2024_ttpa,not_nullable,,,1023
Column,production_2024_ttpa,not_nullable,,,1024
Column,production_2024_ttpa,not_nullable,,,1025
Column,production_2024_ttpa,not_nullable,,,1026
Column,production_2024_ttpa,not_nullable,,,1027
Column,production_2024_ttpa,not_nullable,,,1028
Column,production_2024_ttpa,not_nullable,,,1029
Column,production_2024_ttpa,not_nullable,,,1030
Column,production_2024_ttpa,not_nullable,,,1036
Column,production_2024_ttpa,not_nullable,,,1037
Column,production_2024_ttpa,not_nullable,,,1038
Column,production_2024_ttpa,not_nullable,,,1039
Column,production_2024_ttpa,not_nullable,,,1046
Column,production_2024_ttpa,not_nullable,,,1047
Column,production_2024_ttpa,not_nullable,,,1048
Column,production_2024_ttpa,not_nullable,,,1049
Column,production_2024_ttpa,not_nullable,,,1050
Column,production_2024_ttpa,not_nullable,,,1051
Column,production_2024_ttpa,not_nullable,,,1052
Column,production_2024_ttpa,not_nullable,,,1053
Column,production_2024_ttpa,not_nullable,,,1057
Column,production_2024_ttpa,not_nullable,,,1059
Column,production_2024_ttpa,not_nullable,,,1060
Column,production_2024_ttpa,not_nullable,,,1061
Column,production_2024_ttpa,not_nullable,,,1062
Column,production_2024_ttpa,not_nullable,,,1064
Column,production_2024_ttpa,not_nullable,,,1065
Column,production_2024_ttpa,not_nullable,,,1068
Column,production_2024_ttpa,not_nullable,,,1070
Column,production_2024_ttpa,not_nullable,,,1072
Column,production_2024_ttpa,not_nullable,,,1073
Column,production_2024_ttpa,not_nullable,,,1074
Column,production_2024_ttpa,not_nullable,,,1077
Column,production_2024_ttpa,not_nullable,,,1078
Column,production_2024_ttpa,not_nullable,,,1079
Column,production_2024_ttpa,not_nullable,,,1080
Column,production_2024_ttpa,not_nullable,,,1081
Column,production_2024_ttpa,not_nullable,,,1082
Column,production_2024_ttpa,not_nullable,,,1083
Column,production_2024_ttpa,not_nullable,,,1084
Column,production_2024_ttpa,not_nullable,,,1085
Column,production_2024_ttpa,not_nullable,,,1086
Column,production_2024_ttpa,not_nullable,,,1087
Column,production_2024_ttpa,not_nullable,,,1094
Column,production_2024_ttpa,not_nullable,,,1098
Column,production_2024_ttpa,not_nullable,,,1099
Column,production_2024_ttpa,not_nullable,,,1100
Column,production_2024_ttpa,not_nullable,,,1101
Column,production_2024_ttpa,not_nullable,,,1102
Column,production_2024_ttpa,not_nullable,,,1108
Column,production_2024_ttpa,not_nullable,,,1111
Column,production_2024_ttpa,not_nullable,,,1112
Column,production_2024_ttpa,not_nullable,,,1113
Column,production_2024_ttpa,not_nullable,,,1114
Column,production_2024_ttpa,not_nullable,,,1115
Column,production_2024_ttpa,not_nullable,,,1117
Column,production_2024_ttpa,not_nullable,,,1119
Column,production_2024_ttpa,not_nullable,,,1120
Column,production_2024_ttpa,not_nullable,,,1121
Column,production_2024_ttpa,not_nullable,,,1122
Column,production_2024_ttpa,not_nullable,,,1123
Column,production_2024_ttpa,not_nullable,,,1124
Column,production_2024_ttpa,not_nullable,,,1132
Column,production_2024_ttpa,not_nullable,,,1133
Column,production_2024_ttpa,not_nullable,,,1134
Column,production_2024_ttpa,not_nullable,,,1135
Column,production_2024_ttpa,not_nullable,,,1136
Column,production_2024_ttpa,not_nullable,,,1137
Column,production_2024_ttpa,not_nullable,,,1138
Column,production_2024_ttpa,not_nullable,,,1139
Column,production_2024_ttpa,not_nullable,,,1140
Column,production_2024_ttpa,not_nullable,,,1141
Column,production_2024_ttpa,not_nullable,,,1142
Column,production_2024_ttpa,not_nullable,,,1143
Column,production_2024_ttpa,not_nullable,,,1144
Column,production_2024_ttpa,not_nullable,,,1145
Column,production_2024_ttpa,not_nullable,,,1146
Column,production_2024_ttpa,not_nullable,,,1147
Column,production_2024_ttpa,not_nullable,,,1148
Column,production_2024_ttpa,not_nullable,,,1150
Column,production_2024_ttpa,not_nullable,,,1152
Column,production_2024_ttpa,not_nullable,,,1156
Column,production_2024_ttpa,not_nullable,,,1163
Column,production_2024_ttpa,not_nullable,,,1164
Column,production_2024_ttpa,not_nullable,,,1165
Column,production_2024_ttpa,not_nullable,,,1166
Column,production_2024_ttpa,not_nullable,,,1168
Column,production_2024_ttpa,not_nullable,,,1170
Column,production_2024_ttpa,not_nullable,,,1171
Column,production_2024_ttpa,not_nullable,,,1173
Column,production_2024_ttpa,not_nullable,,,1176
Column,production_2024_ttpa,not_nullable,,,1177
Column,production_2024_ttpa,not_nullable,,,1178
Column,production_2024_ttpa,not_nullable,,,1179
Column,production_2024_ttpa,not_nullable,,,1180
Column,production_2024_ttpa,not_nullable,,,1181
Column,production_2024_ttpa,not_nullable,,,1182
Column,production_2024_ttpa,not_nullable,,,1183
Column,production_2024_ttpa,not_nullable,,,1184
Column,production_2024_ttpa,not_nullable,,,1185
Column,production_2024_ttpa,not_nullable,,,1187
Column,production_2024_ttpa,not_nullable,,,1188
Column,production_2024_ttpa,not_nullable,,,1189
Column,production_2024_ttpa,not_nullable,,,1190
Column,production_2024_ttpa,not_nullable,,,1192
Column,production_2024_ttpa,not_nullable,,,1195
Column,production_2024_ttpa,not_nullable,,,1196
Column,production_2024_ttpa,not_nullable,,,1197
Column,production_2024_ttpa,not_nullable,,,1198
Column,production_2024_ttpa,not_nullable,,,1200
Column,production_2024_ttpa,not_nullable,,,1201
Column,production_2024_ttpa,not_nullable,,,1202
Column,production_2024_ttpa,not_nullable,,,1203
Column,production_2024_ttpa,not_nullable,,,1204
Column,production_2024_ttpa,not_nullable,,,1205
Column,production_2024_ttpa,not_nullable,,,1206
Column,production_2024_ttpa,not_nullable,,,1207
Column,production_2024_ttpa,not_nullable,,,1210
Column,production_2024_ttpa,not_nullable,,,1211
Column,production_2024_ttpa,not_nullable,,,1212
Column,production_2024_ttpa,not_nullable,,,1214
Column,production_2024_ttpa,not_nullable,,,1215
Column,production_2024_ttpa,not_nullable,,,1216
Column,production_2024_ttpa,not_nullable,,,1217
Column,production_2024_ttpa,not_nullable,,,1218
Column,production_2024_ttpa,not_nullable,,,1219
Column,production_2024_ttpa,not_nullable,,,1221
Column,production_2024_ttpa,not_nullable,,,1222
Column,production_2024_ttpa,not_nullable,,,1223
Column,production_2024_ttpa,not_nullable,,,1224
Column,production_2024_ttpa,not_nullable,,,1225
Column,production_2024_ttpa,not_nullable,,,1227
Column,production_2024_ttpa,not_nullable,,,1229
Column,production_2024_ttpa,not_nullable,,,1231
Column,production_2024_ttpa,not_nullable,,,1232
Column,production_2024_ttpa,not_nullable,,,1233
Column,production_2024_ttpa,not_nullable,,,1234
Column,production_2024_ttpa,not_nullable,,,1235
Column,production_2024_ttpa,not_nullable,,,1236
Column,production_2024_ttpa,not_nullable,,,1237
Column,production_2024_ttpa,not_nullable,,,1239
Column,production_2024_ttpa,not_nullable,,,1240
Column,production_2024_ttpa,not_nullable,,,1241
Column,production_2024_ttpa,not_nullable,,,1243
Column,production_2024_ttpa,not_nullable,,,1244
Column,production_2024_ttpa,not_nullable,,,1245
Column,production_2024_ttpa,not_nullable,,,1249
Column,production_2024_ttpa,not_nullable,,,1250
Column,production_2024_ttpa,not_nullable,,,1251
Column,production_2024_ttpa,not_nullable,,,1252
Column,production_2024_ttpa,not_nullable,,,1253
Column,production_2024_ttpa,not_nullable,,,1255
Column,production_2024_ttpa,not_nullable,,,1256
Column,production_2024_ttpa,not_nullable,,,1258
Column,production_2024_ttpa,not_nullable,,,1259
Column,production_2024_ttpa,not_nullable,,,1261
Column,production_2024_ttpa,not_nullable,,,1262
Column,production_2024_ttpa,not_nullable,,,1263
Column,production_2024_ttpa,not_nullable,,,1264
Column,production_2024_ttpa,not_nullable,,,1265
Column,production_2024_ttpa,not_nullable,,,1266
Column,production_2024_ttpa,not_nullable,,,1267
Column,production_2024_ttpa,not_nullable,,,1268
Column,production_2024_ttpa,not_nullable,,,1269
Column,production_2024_ttpa,not_nullable,,,1270
Column,production_2024_ttpa,not_nullable,,,1272
Column,production_2024_ttpa,not_nullable,,,1273
Column,production_2024_ttpa,not_nullable,,,1274
Column,production_2024_ttpa,not_nullable,,,1275
Column,production_2024_ttpa,not_nullable,,,1276
Column,production_2024_ttpa,not_nullable,,,1277
Column,production_2024_ttpa,not_nullable,,,1278
Column,production_2024_ttpa,not_nullable,,,1279
Column,production_2024_ttpa,not_nullable,,,1280
Column,production_2024_ttpa,not_nullable,,,1281
Column,production_2024_ttpa,not_nullable,,,1282
Column,production_2024_ttpa,not_nullable,,,1283
Column,production_2024_ttpa,not_nullable,,,1285
Column,production_2024_ttpa,not_nullable,,,1286
Column,production_2024_ttpa,not_nullable,,,1287
Column,production_2024_ttpa,not_nullable,,,1288
Column,production_2024_ttpa,not_nullable,,,1289
Column,production_2024_ttpa,not_nullable,,,1290
Column,production_2024_ttpa,not_nullable,,,1291
Column,production_2024_ttpa,not_nullable,,,1292
Column,production_2024_ttpa,dtype('float64'),,unknown,2
Column,production_2024_ttpa,dtype('float64'),,unknown,5
Column,production_2024_ttpa,dtype('float64'),,unknown,6
Column,production_2024_ttpa,dtype('float64'),,unknown,7
Column,production_2024_ttpa,dtype('float64'),,unknown,19
Column,production_2024_ttpa,dtype('float64'),,unknown,27
Column,production_2024_ttpa,dtype('float64'),,unknown,28
Column,production_2024_ttpa,dtype('float64'),,unknown,29
Column,production_2024_ttpa,dtype('float64'),,unknown,37
Column,production_2024_ttpa,dtype('float64'),,unknown,42
Column,production_2024_ttpa,dtype('float64'),,unknown,45
Column,production_2024_ttpa,dtype('float64'),,unknown,47
Column,production_2024_ttpa,dtype('float64'),,unknown,49
Column,production_2024_ttpa,dtype('float64'),,unknown,76
Column,production_2024_ttpa,dtype('float64'),,unknown,83
Column,production_2024_ttpa,dtype('float64'),,unknown,87
Column,production_2024_ttpa,dtype('float64'),,unknown,100
Column,production_2024_ttpa,dtype('float64'),,unknown,108
Column,production_2024_ttpa,dtype('float64'),,unknown,124
Column,production_2024_ttpa,dtype('float64'),,unknown,133
Column,production_2024_ttpa,dtype('float64'),,unknown,141
Column,production_2024_ttpa,dtype('float64'),,unknown,146
Column,production_2024_ttpa,dtype('float64'),,unknown,168
Column,production_2024_ttpa,dtype('float64'),,unknown,189
Column,production_2024_ttpa,dtype('float64'),,unknown,198
Column,production_2024_ttpa,dtype('float64'),,unknown,241
Column,production_2024_ttpa,dtype('float64'),,unknown,243
Column,production_2024_ttpa,dtype('float64'),,unknown,245
Column,production_2024_ttpa,dtype('float64'),,unknown,247
Column,production_2024_ttpa,dtype('float64'),,unknown,258
Column,production_2024_ttpa,dtype('float64'),,unknown,262
Column,production_2024_ttpa,dtype('float64'),,unknown,267
Column,production_2024_ttpa,dtype('float64'),,unknown,288
Column,production_2024_ttpa,dtype('float64'),,unknown,297
Column,production_2024_ttpa,dtype('float64'),,unknown,298
Column,production_2024_ttpa,dtype('float64'),,unknown,300
Column,production_2024_ttpa,dtype('float64'),,unknown,301
Column,production_2024_ttpa,dtype('float64'),,unknown,303
Column,production_2024_ttpa,dtype('float64'),,unknown,307
Column,production_2024_ttpa,dtype('float64'),,unknown,317
Column,production_2024_ttpa,dtype('float64'),,unknown,321
Column,production_2024_ttpa,dtype('float64'),,unknown,326
Column,production_2024_ttpa,dtype('float64'),,unknown,331
Column,production_2024_ttpa,dtype('float64'),,unknown,339
Column,production_2024_ttpa,dtype('float64'),,unknown,342
Column,production_2024_ttpa,dtype('float64'),,unknown,352
Column,production_2024_ttpa,dtype('float64'),,unknown,364
Column,production_2024_ttpa,dtype('float64'),,unknown,365
Column,production_2024_ttpa,dtype('float64'),,unknown,368
Column,production_2024_ttpa,dtype('float64'),,unknown,371
Column,production_2024_ttpa,dtype('float64'),,unknown,374
Column,production_2024_ttpa,dtype('float64'),,unknown,375
Column,production_2024_ttpa,dtype('float64'),,unknown,376
Column,production_2024_ttpa,dtype('float64'),,unknown,380
Column,production_2024_ttpa,dtype('float64'),,unknown,411
Column,production_2024_ttpa,dtype('float64'),,unknown,413
Column,production_2024_ttpa,dtype('float64'),,unknown,453
Column,production_2024_ttpa,dtype('float64'),,unknown,462
Column,production_2024_ttpa,dtype('float64'),,unknown,463
Column,production_2024_ttpa,dtype('float64'),,unknown,469
Column,production_2024_ttpa,dtype('float64'),,unknown,473
Column,production_2024_ttpa,dtype('float64'),,unknown,477
Column,production_2024_ttpa,dtype('float64'),,unknown,480
Column,production_2024_ttpa,dtype('float64'),,unknown,481
Column,production_2024_ttpa,dtype('float64'),,unknown,490
Column,production_2024_ttpa,dtype('float64'),,unknown,498
Column,production_2024_ttpa,dtype('float64'),,unknown,499
Column,production_2024_ttpa,dtype('float64'),,unknown,515
Column,production_2024_ttpa,dtype('float64'),,unknown,526
Column,production_2024_ttpa,dtype('float64'),,unknown,528
Column,production_2024_ttpa,dtype('float64'),,unknown,543
Column,production_2024_ttpa,dtype('float64'),,unknown,544
Column,production_2024_ttpa,dtype('float64'),,unknown,545
Column,production_2024_ttpa,dtype('float64'),,unknown,553
Column,production_2024_ttpa,dtype('float64'),,unknown,564
Column,production_2024_ttpa,dtype('float64'),,unknown,574
Column,production_2024_ttpa,dtype('float64'),,unknown,575
Column,production_2024_ttpa,dtype('float64'),,unknown,576
Column,production_2024_ttpa,dtype('float64'),,unknown,595
Column,production_2024_ttpa,dtype('float64'),,unknown,631
Column,production_2024_ttpa,dtype('float64'),,unknown,634
Column,production_2024_ttpa,dtype('float64'),,unknown,635
Column,production_2024_ttpa,dtype('float64'),,unknown,638
Column,production_2024_ttpa,dtype('float64'),,unknown,660
Column,production_2024_ttpa,dtype('float64'),,unknown,669
Column,production_2024_ttpa,dtype('float64'),,unknown,675
Column,production_2024_ttpa,dtype('float64'),,unknown,710
Column,production_2024_ttpa,dtype('float64'),,unknown,714
Column,production_2024_ttpa,dtype('float64'),,unknown,720
Column,production_2024_ttpa,dtype('float64'),,unknown,733
Column,production_2024_ttpa,dtype('float64'),,unknown,735
Column,production_2024_ttpa,dtype('float64'),,unknown,738
Column,production_2024_ttpa,dtype('float64'),,unknown,744
Column,production_2024_ttpa,dtype('float64'),,unknown,745
Column,production_2024_ttpa,dtype('float64'),,unknown,756
Column,production_2024_ttpa,dtype('float64'),,unknown,760
Column,production_2024_ttpa,dtype('float64'),,unknown,771
Column,production_2024_ttpa,dtype('float64'),,unknown,773
Column,production_2024_ttpa,dtype('float64'),,unknown,778
Column,production_2024_ttpa,dtype('float64'),,unknown,781
Column,production_2024_ttpa,dtype('float64'),,unknown,784
Column,production_2024_ttpa,dtype('float64'),,unknown,787
Column,production_2024_ttpa,dtype('float64'),,unknown,795
Column,production_2024_ttpa,dtype('float64'),,unknown,820
Column,production_2024_ttpa,dtype('float64'),,unknown,822
Column,production_2024_ttpa,dtype('float64'),,unknown,824
Column,production_2024_ttpa,dtype('float64'),,unknown,826
Column,production_2024_ttpa,dtype('float64'),,unknown,830
Column,production_2024_ttpa,dtype('float64'),,unknown,840
Column,production_2024_ttpa,dtype('float64'),,unknown,858
Column,production_2024_ttpa,dtype('float64'),,unknown,868
Column,production_2024_ttpa,dtype('float64'),,unknown,869
Column,production_2024_ttpa,dtype('float64'),,unknown,875
Column,production_2024_ttpa,dtype('float64'),,unknown,880
Column,production_2024_ttpa,dtype('float64'),,unknown,901
Column,production_2024_ttpa,dtype('float64'),,unknown,908
